id,source,target,node_type,metric_type,entity_type,entity_code,tons,usd,edge_count
3049,181,341,zz,tons,c,20,74483,NULL,155
3050,219,341,zz,tons,c,20,264828,NULL,155
3051,379,341,zz,tons,c,21,8112.06,NULL,185
3052,379,61,zz,tons,c,21,375824,NULL,185
3053,379,513,zz,tons,c,21,898.094,NULL,185
3054,379,363,zz,tons,c,21,378810,NULL,185
3055,379,249,zz,tons,c,21,127802,NULL,185
3056,379,280,zz,tons,c,21,86871.1,NULL,185
3057,379,171,zz,tons,c,21,256741,NULL,185
3058,379,372,zz,tons,c,21,163121,NULL,185
3059,379,139,zz,tons,c,21,112639,NULL,185
3060,379,393,zz,tons,c,21,81716.1,NULL,185
3061,379,131,zz,tons,c,21,348060,NULL,185
3062,379,292,zz,tons,c,21,85389.9,NULL,185
3063,379,484,zz,tons,c,21,153885,NULL,185
3064,379,471,zz,tons,c,21,133269,NULL,185
3065,379,429,zz,tons,c,21,11423.5,NULL,185
3066,379,182,zz,tons,c,21,206200,NULL,185
3067,379,271,zz,tons,c,21,92678.1,NULL,185
3068,379,421,zz,tons,c,21,20657.4,NULL,185
3069,379,123,zz,tons,c,21,6795.28,NULL,185
3070,341,61,zz,tons,c,21,216680,NULL,185
3071,341,513,zz,tons,c,21,77449.9,NULL,185
3072,341,363,zz,tons,c,21,999420,NULL,185
3073,341,249,zz,tons,c,21,144101,NULL,185
3074,341,280,zz,tons,c,21,1425000,NULL,185
3075,341,171,zz,tons,c,21,81732.8,NULL,185
3076,341,372,zz,tons,c,21,7668.17,NULL,185
3077,341,139,zz,tons,c,21,15440,NULL,185
3078,341,393,zz,tons,c,21,495684,NULL,185
3079,341,131,zz,tons,c,21,13402.9,NULL,185
3080,341,292,zz,tons,c,21,185173,NULL,185
3081,341,484,zz,tons,c,21,117055,NULL,185
3082,341,471,zz,tons,c,21,81686.5,NULL,185
3083,341,429,zz,tons,c,21,87078.4,NULL,185
3084,341,182,zz,tons,c,21,131832,NULL,185
3085,341,271,zz,tons,c,21,12149.9,NULL,185
3086,341,421,zz,tons,c,21,142984,NULL,185
3087,341,123,zz,tons,c,21,311301,NULL,185
3088,61,513,zz,tons,c,21,370655,NULL,185
3089,61,363,zz,tons,c,21,57031.4,NULL,185
3090,61,249,zz,tons,c,21,2956.75,NULL,185
3091,61,280,zz,tons,c,21,26116.6,NULL,185
3092,61,171,zz,tons,c,21,260460,NULL,185
3093,61,372,zz,tons,c,21,182645,NULL,185
3094,61,139,zz,tons,c,21,650.122,NULL,185
3095,61,393,zz,tons,c,21,62073.4,NULL,185
3096,61,131,zz,tons,c,21,148868,NULL,185
3097,61,292,zz,tons,c,21,62428.7,NULL,185
3098,61,484,zz,tons,c,21,51510.3,NULL,185
3099,61,471,zz,tons,c,21,23040.6,NULL,185
3100,61,429,zz,tons,c,21,31259,NULL,185
3101,61,182,zz,tons,c,21,200028,NULL,185
3102,61,271,zz,tons,c,21,160918,NULL,185
3103,61,421,zz,tons,c,21,11076.6,NULL,185
3104,61,123,zz,tons,c,21,1456.98,NULL,185
3105,513,363,zz,tons,c,21,162994,NULL,185
3106,513,249,zz,tons,c,21,83950.8,NULL,185
3107,513,280,zz,tons,c,21,65985.2,NULL,185
3108,513,171,zz,tons,c,21,174571,NULL,185
3109,513,372,zz,tons,c,21,179173,NULL,185
3110,513,393,zz,tons,c,21,144920,NULL,185
3111,513,131,zz,tons,c,21,107345,NULL,185
3112,513,292,zz,tons,c,21,799.095,NULL,185
3113,513,484,zz,tons,c,21,153342,NULL,185
3114,513,429,zz,tons,c,21,154216,NULL,185
3115,513,182,zz,tons,c,21,86574.3,NULL,185
3116,513,271,zz,tons,c,21,72543.6,NULL,185
3117,513,421,zz,tons,c,21,250976,NULL,185
3118,363,249,zz,tons,c,21,134345,NULL,185
3119,363,280,zz,tons,c,21,10837.9,NULL,185
3120,363,171,zz,tons,c,21,400220,NULL,185
3121,363,372,zz,tons,c,21,46540.4,NULL,185
3122,363,139,zz,tons,c,21,214.406,NULL,185
3123,363,393,zz,tons,c,21,31763.2,NULL,185
3124,363,131,zz,tons,c,21,7127.29,NULL,185
3125,363,292,zz,tons,c,21,41291.4,NULL,185
3126,363,484,zz,tons,c,21,10790.7,NULL,185
3127,363,471,zz,tons,c,21,4031.52,NULL,185
3128,363,429,zz,tons,c,21,56615.5,NULL,185
3129,363,182,zz,tons,c,21,22065.6,NULL,185
3130,363,271,zz,tons,c,21,1911.71,NULL,185
3131,363,421,zz,tons,c,21,101114,NULL,185
3132,363,123,zz,tons,c,21,10814.9,NULL,185
3133,249,171,zz,tons,c,21,249.857,NULL,185
3134,249,372,zz,tons,c,21,235102,NULL,185
3135,249,393,zz,tons,c,21,51153.5,NULL,185
3136,249,131,zz,tons,c,21,10982.4,NULL,185
3137,249,292,zz,tons,c,21,14212,NULL,185
3138,249,484,zz,tons,c,21,297.515,NULL,185
3139,249,471,zz,tons,c,21,981.817,NULL,185
3140,249,429,zz,tons,c,21,196537,NULL,185
3141,249,182,zz,tons,c,21,707.048,NULL,185
3142,249,271,zz,tons,c,21,840.967,NULL,185
3143,249,421,zz,tons,c,21,77644.9,NULL,185
3144,249,123,zz,tons,c,21,721.276,NULL,185
3145,280,171,zz,tons,c,21,10603.3,NULL,185
3146,280,372,zz,tons,c,21,564.406,NULL,185
3147,280,139,zz,tons,c,21,23095.1,NULL,185
3148,280,393,zz,tons,c,21,10229.5,NULL,185
3149,280,131,zz,tons,c,21,21153.5,NULL,185
3150,280,292,zz,tons,c,21,8151.86,NULL,185
3151,280,484,zz,tons,c,21,6028.79,NULL,185
3152,280,471,zz,tons,c,21,1126910,NULL,185
3153,280,429,zz,tons,c,21,4416.99,NULL,185
3154,280,182,zz,tons,c,21,301.92,NULL,185
3155,280,271,zz,tons,c,21,1614.48,NULL,185
3156,280,421,zz,tons,c,21,140072,NULL,185
3157,280,123,zz,tons,c,21,659.703,NULL,185
3158,171,372,zz,tons,c,21,17627.2,NULL,185
3159,171,139,zz,tons,c,21,1089.37,NULL,185
3160,171,393,zz,tons,c,21,48160.1,NULL,185
3161,171,131,zz,tons,c,21,21226.5,NULL,185
3162,171,292,zz,tons,c,21,16288.5,NULL,185
3163,171,484,zz,tons,c,21,31407.5,NULL,185
3164,171,471,zz,tons,c,21,84201.2,NULL,185
3165,171,429,zz,tons,c,21,12748.2,NULL,185
3166,171,182,zz,tons,c,21,125170,NULL,185
3167,171,271,zz,tons,c,21,48850.5,NULL,185
3168,171,421,zz,tons,c,21,10081.7,NULL,185
3169,171,123,zz,tons,c,21,1344.69,NULL,185
3170,372,139,zz,tons,c,21,3986.75,NULL,185
3171,372,393,zz,tons,c,21,98054.4,NULL,185
3172,372,131,zz,tons,c,21,30240.7,NULL,185
3173,372,292,zz,tons,c,21,20591.7,NULL,185
3174,372,484,zz,tons,c,21,23596.3,NULL,185
3175,372,471,zz,tons,c,21,197.349,NULL,185
3176,372,429,zz,tons,c,21,128311,NULL,185
3177,372,182,zz,tons,c,21,52132.1,NULL,185
3178,372,271,zz,tons,c,21,4618.87,NULL,185
3179,372,421,zz,tons,c,21,10293.5,NULL,185
3180,372,123,zz,tons,c,21,25680.8,NULL,185
3181,139,393,zz,tons,c,21,79.053,NULL,185
3182,139,131,zz,tons,c,21,374379,NULL,185
3183,139,292,zz,tons,c,21,57.181,NULL,185
3184,139,484,zz,tons,c,21,1488.02,NULL,185
3185,139,471,zz,tons,c,21,789.84,NULL,185
3186,139,429,zz,tons,c,21,1797.13,NULL,185
3187,139,182,zz,tons,c,21,5151.83,NULL,185
3188,139,271,zz,tons,c,21,93.494,NULL,185
3189,139,421,zz,tons,c,21,876.558,NULL,185
3190,139,123,zz,tons,c,21,131380,NULL,185
3191,393,131,zz,tons,c,21,3357.55,NULL,185
3192,393,292,zz,tons,c,21,1716.33,NULL,185
3193,393,484,zz,tons,c,21,6412.44,NULL,185
3194,393,471,zz,tons,c,21,1242.38,NULL,185
3195,393,429,zz,tons,c,21,31347.3,NULL,185
3196,393,182,zz,tons,c,21,21259.5,NULL,185
3197,393,271,zz,tons,c,21,1196.4,NULL,185
3198,393,421,zz,tons,c,21,250503,NULL,185
3199,393,123,zz,tons,c,21,650.192,NULL,185
3200,131,292,zz,tons,c,21,2926.76,NULL,185
3201,131,484,zz,tons,c,21,39070.9,NULL,185
3202,131,471,zz,tons,c,21,992.678,NULL,185
3203,131,429,zz,tons,c,21,5914.35,NULL,185
3204,131,182,zz,tons,c,21,21173.1,NULL,185
3205,131,271,zz,tons,c,21,6047.08,NULL,185
3206,131,421,zz,tons,c,21,1656.5,NULL,185
3207,131,123,zz,tons,c,21,1098,NULL,185
3208,292,484,zz,tons,c,21,1243.88,NULL,185
3209,292,471,zz,tons,c,21,127468,NULL,185
3210,292,429,zz,tons,c,21,100615,NULL,185
3211,292,182,zz,tons,c,21,2398.71,NULL,185
3212,292,271,zz,tons,c,21,7322.97,NULL,185
3213,292,421,zz,tons,c,21,123158,NULL,185
3214,292,123,zz,tons,c,21,3066.53,NULL,185
3215,484,471,zz,tons,c,21,5807.17,NULL,185
3216,484,429,zz,tons,c,21,1362.91,NULL,185
3217,484,182,zz,tons,c,21,5827.89,NULL,185
3218,484,271,zz,tons,c,21,6002.59,NULL,185
3219,484,421,zz,tons,c,21,1667.97,NULL,185
3220,484,123,zz,tons,c,21,857.68,NULL,185
3221,471,429,zz,tons,c,21,1852.68,NULL,185
3222,471,182,zz,tons,c,21,10170.7,NULL,185
3223,471,271,zz,tons,c,21,705.095,NULL,185
3224,471,421,zz,tons,c,21,15808.4,NULL,185
3225,471,123,zz,tons,c,21,928.018,NULL,185
3226,429,182,zz,tons,c,21,806.687,NULL,185
3227,429,271,zz,tons,c,21,36282.6,NULL,185
3228,429,421,zz,tons,c,21,27019.6,NULL,185
3229,429,123,zz,tons,c,21,5534.42,NULL,185
3230,182,271,zz,tons,c,21,67221.6,NULL,185
3231,182,421,zz,tons,c,21,5439.53,NULL,185
3232,182,123,zz,tons,c,21,5427.57,NULL,185
3233,271,421,zz,tons,c,21,10758.8,NULL,185
3234,271,123,zz,tons,c,21,92197.9,NULL,185
3235,421,123,zz,tons,c,21,1147.66,NULL,185
3236,129,124,zz,tons,c,22,37060900,NULL,61
3237,129,471,zz,tons,c,22,9078.3,NULL,61
3238,129,223,zz,tons,c,22,101870,NULL,61
3239,129,69,zz,tons,c,22,76029.9,NULL,61
3240,129,489,zz,tons,c,22,469043,NULL,61
3241,129,280,zz,tons,c,22,956535,NULL,61
3242,129,139,zz,tons,c,22,3435310,NULL,61
3243,129,122,zz,tons,c,22,9695970,NULL,61
3244,129,379,zz,tons,c,22,453228,NULL,61
3245,129,65,zz,tons,c,22,94300.9,NULL,61
3246,124,280,zz,tons,c,22,1382080,NULL,61
3247,124,139,zz,tons,c,22,934354,NULL,61
3248,124,402,zz,tons,c,22,232833,NULL,61
3249,124,122,zz,tons,c,22,440604,NULL,61
3250,471,190,zz,tons,c,22,7441.46,NULL,61
3251,471,486,zz,tons,c,22,67781.9,NULL,61
3252,471,489,zz,tons,c,22,8996.12,NULL,61
3253,471,280,zz,tons,c,22,8128040,NULL,61
3254,471,139,zz,tons,c,22,187324,NULL,61
3255,471,402,zz,tons,c,22,161805,NULL,61
3256,223,482,zz,tons,c,22,41092.9,NULL,61
3257,223,489,zz,tons,c,22,708061,NULL,61
3258,223,280,zz,tons,c,22,376240,NULL,61
3259,223,139,zz,tons,c,22,883536,NULL,61
3260,223,402,zz,tons,c,22,32965.6,NULL,61
3261,69,489,zz,tons,c,22,645743,NULL,61
3262,69,65,zz,tons,c,22,8494160,NULL,61
3263,489,190,zz,tons,c,22,209528,NULL,61
3264,489,486,zz,tons,c,22,1961890,NULL,61
3265,489,482,zz,tons,c,22,8872.01,NULL,61
3266,489,409,zz,tons,c,22,2423190,NULL,61
3267,489,402,zz,tons,c,22,1665470,NULL,61
3268,489,209,zz,tons,c,22,335034,NULL,61
3269,489,65,zz,tons,c,22,16974.1,NULL,61
3270,280,179,zz,tons,c,22,563207,NULL,61
3271,280,139,zz,tons,c,22,1401280,NULL,61
3272,280,402,zz,tons,c,22,12048.2,NULL,61
3273,280,209,zz,tons,c,22,18190.9,NULL,61
3274,139,190,zz,tons,c,22,6814.25,NULL,61
3275,139,486,zz,tons,c,22,2273.5,NULL,61
3276,139,179,zz,tons,c,22,7721.72,NULL,61
3277,139,122,zz,tons,c,22,364136,NULL,61
3278,139,379,zz,tons,c,22,475704,NULL,61
3279,379,179,zz,tons,c,22,391412,NULL,61
3280,65,190,zz,tons,c,22,775.378,NULL,61
3281,65,209,zz,tons,c,22,18075.5,NULL,61
3282,402,486,zz,tons,c,22,654869,NULL,61
3283,402,409,zz,tons,c,22,1110210,NULL,61
3284,402,209,zz,tons,c,22,1289910,NULL,61
3285,190,179,zz,tons,c,22,4935510,NULL,61
3286,190,319,zz,tons,c,22,6075360,NULL,61
3287,190,409,zz,tons,c,22,1117580,NULL,61
3288,190,209,zz,tons,c,22,231571,NULL,61
3289,190,189,zz,tons,c,22,16963,NULL,61
3290,179,319,zz,tons,c,22,16134.8,NULL,61
3291,179,209,zz,tons,c,22,804.19,NULL,61
3292,179,189,zz,tons,c,22,1016100,NULL,61
3293,319,409,zz,tons,c,22,3171890,NULL,61
3294,319,209,zz,tons,c,22,3308490,NULL,61
3295,409,209,zz,tons,c,22,1925370,NULL,61
3296,486,482,zz,tons,c,22,24828400,NULL,61
3297,171,61,zz,tons,c,23,744458,NULL,185
3298,171,399,zz,tons,c,23,514181,NULL,185
3299,171,429,zz,tons,c,23,371086,NULL,185
3300,171,131,zz,tons,c,23,536187,NULL,185
3301,171,486,zz,tons,c,23,561160,NULL,185
3302,171,341,zz,tons,c,23,1375990,NULL,185
3303,171,484,zz,tons,c,23,2132320,NULL,185
3304,171,172,zz,tons,c,23,71303.7,NULL,185
3305,171,229,zz,tons,c,23,14734.5,NULL,185
3306,171,393,zz,tons,c,23,1552500,NULL,185
3307,171,190,zz,tons,c,23,915474,NULL,185
3308,171,559,zz,tons,c,23,2975180,NULL,185
3309,171,452,zz,tons,c,23,267146,NULL,185
3310,171,292,zz,tons,c,23,908792,NULL,185
3311,171,201,zz,tons,c,23,355943,NULL,185
3312,171,489,zz,tons,c,23,244603,NULL,185
3313,171,391,zz,tons,c,23,1151090,NULL,185
3314,171,372,zz,tons,c,23,463355,NULL,185
3315,171,179,zz,tons,c,23,2879090,NULL,185
3316,61,399,zz,tons,c,23,18621.8,NULL,185
3317,61,429,zz,tons,c,23,1422640,NULL,185
3318,61,131,zz,tons,c,23,216173,NULL,185
3319,61,486,zz,tons,c,23,1465730,NULL,185
3320,61,341,zz,tons,c,23,613559,NULL,185
3321,61,484,zz,tons,c,23,649947,NULL,185
3322,61,172,zz,tons,c,23,2125.07,NULL,185
3323,61,229,zz,tons,c,23,2879750,NULL,185
3324,61,393,zz,tons,c,23,995714,NULL,185
3325,61,190,zz,tons,c,23,254100,NULL,185
3326,61,559,zz,tons,c,23,122047,NULL,185
3327,61,452,zz,tons,c,23,84505.5,NULL,185
3328,61,292,zz,tons,c,23,219266,NULL,185
3329,61,201,zz,tons,c,23,671607,NULL,185
3330,61,489,zz,tons,c,23,84146.9,NULL,185
3331,61,391,zz,tons,c,23,301516,NULL,185
3332,61,372,zz,tons,c,23,314880,NULL,185
3333,61,179,zz,tons,c,23,108514,NULL,185
3334,399,429,zz,tons,c,23,6868210,NULL,185
3335,399,131,zz,tons,c,23,2042540,NULL,185
3336,399,486,zz,tons,c,23,235072,NULL,185
3337,399,341,zz,tons,c,23,204086,NULL,185
3338,399,484,zz,tons,c,23,652345,NULL,185
3339,399,172,zz,tons,c,23,3464560,NULL,185
3340,399,229,zz,tons,c,23,418837,NULL,185
3341,399,393,zz,tons,c,23,1756320,NULL,185
3342,399,190,zz,tons,c,23,286508,NULL,185
3343,399,559,zz,tons,c,23,37829.4,NULL,185
3344,399,452,zz,tons,c,23,18778.2,NULL,185
3345,399,292,zz,tons,c,23,65820,NULL,185
3346,399,201,zz,tons,c,23,15267,NULL,185
3347,399,489,zz,tons,c,23,14086.6,NULL,185
3348,399,391,zz,tons,c,23,1539020,NULL,185
3349,399,372,zz,tons,c,23,61060.6,NULL,185
3350,399,179,zz,tons,c,23,234720,NULL,185
3351,429,131,zz,tons,c,23,730702,NULL,185
3352,429,486,zz,tons,c,23,323990,NULL,185
3353,429,341,zz,tons,c,23,831016,NULL,185
3354,429,484,zz,tons,c,23,35189.9,NULL,185
3355,429,229,zz,tons,c,23,478820,NULL,185
3356,429,393,zz,tons,c,23,206265,NULL,185
3357,429,190,zz,tons,c,23,117611,NULL,185
3358,429,559,zz,tons,c,23,214161,NULL,185
3359,429,452,zz,tons,c,23,70489.9,NULL,185
3360,429,292,zz,tons,c,23,190560,NULL,185
3361,429,201,zz,tons,c,23,990457,NULL,185
3362,429,489,zz,tons,c,23,2482.67,NULL,185
3363,429,391,zz,tons,c,23,150359,NULL,185
3364,429,372,zz,tons,c,23,624796,NULL,185
3365,429,179,zz,tons,c,23,183180,NULL,185
3366,131,486,zz,tons,c,23,614034,NULL,185
3367,131,341,zz,tons,c,23,338317,NULL,185
3368,131,484,zz,tons,c,23,457363,NULL,185
3369,131,172,zz,tons,c,23,18768.4,NULL,185
3370,131,229,zz,tons,c,23,2600860,NULL,185
3371,131,393,zz,tons,c,23,1357620,NULL,185
3372,131,190,zz,tons,c,23,122914,NULL,185
3373,131,559,zz,tons,c,23,216140,NULL,185
3374,131,452,zz,tons,c,23,1103810,NULL,185
3375,131,292,zz,tons,c,23,250871,NULL,185
3376,131,201,zz,tons,c,23,28170.4,NULL,185
3377,131,489,zz,tons,c,23,271275,NULL,185
3378,131,391,zz,tons,c,23,75964.3,NULL,185
3379,131,372,zz,tons,c,23,1038260,NULL,185
3380,131,179,zz,tons,c,23,202863,NULL,185
3381,486,341,zz,tons,c,23,2199960,NULL,185
3382,486,484,zz,tons,c,23,1250420,NULL,185
3383,486,172,zz,tons,c,23,1166490,NULL,185
3384,486,229,zz,tons,c,23,722766,NULL,185
3385,486,393,zz,tons,c,23,173841,NULL,185
3386,486,190,zz,tons,c,23,422333,NULL,185
3387,486,559,zz,tons,c,23,32868.7,NULL,185
3388,486,452,zz,tons,c,23,61097.9,NULL,185
3389,486,292,zz,tons,c,23,56276.9,NULL,185
3390,486,201,zz,tons,c,23,18876.4,NULL,185
3391,486,489,zz,tons,c,23,1597930,NULL,185
3392,486,391,zz,tons,c,23,464692,NULL,185
3393,486,372,zz,tons,c,23,19626.9,NULL,185
3394,486,179,zz,tons,c,23,108158,NULL,185
3395,341,484,zz,tons,c,23,361983,NULL,185
3396,341,172,zz,tons,c,23,0.748,NULL,185
3397,341,229,zz,tons,c,23,97217.1,NULL,185
3398,341,393,zz,tons,c,23,1742940,NULL,185
3399,341,190,zz,tons,c,23,89248.2,NULL,185
3400,341,559,zz,tons,c,23,206536,NULL,185
3401,341,452,zz,tons,c,23,227466,NULL,185
3402,341,292,zz,tons,c,23,82214,NULL,185
3403,341,201,zz,tons,c,23,42290.8,NULL,185
3404,341,489,zz,tons,c,23,61365,NULL,185
3405,341,391,zz,tons,c,23,193204,NULL,185
3406,341,372,zz,tons,c,23,40088,NULL,185
3407,341,179,zz,tons,c,23,75205.4,NULL,185
3408,484,172,zz,tons,c,23,19250.5,NULL,185
3409,484,229,zz,tons,c,23,3061190,NULL,185
3410,484,393,zz,tons,c,23,492889,NULL,185
3411,484,190,zz,tons,c,23,94021.4,NULL,185
3412,484,559,zz,tons,c,23,117411,NULL,185
3413,484,452,zz,tons,c,23,84807.5,NULL,185
3414,484,292,zz,tons,c,23,71151.3,NULL,185
3415,484,201,zz,tons,c,23,549310,NULL,185
3416,484,489,zz,tons,c,23,1348610,NULL,185
3417,484,391,zz,tons,c,23,98534.2,NULL,185
3418,484,372,zz,tons,c,23,1262760,NULL,185
3419,484,179,zz,tons,c,23,201774,NULL,185
3420,172,393,zz,tons,c,23,28276.5,NULL,185
3421,172,190,zz,tons,c,23,1014.59,NULL,185
3422,172,559,zz,tons,c,23,24273.6,NULL,185
3423,172,452,zz,tons,c,23,4737.29,NULL,185
3424,172,292,zz,tons,c,23,6432650,NULL,185
3425,172,201,zz,tons,c,23,4266690,NULL,185
3426,172,489,zz,tons,c,23,12662.3,NULL,185
3427,172,391,zz,tons,c,23,122032,NULL,185
3428,172,372,zz,tons,c,23,211109,NULL,185
3429,172,179,zz,tons,c,23,282142,NULL,185
3430,229,190,zz,tons,c,23,54592.4,NULL,185
3431,229,559,zz,tons,c,23,49989.9,NULL,185
3432,229,452,zz,tons,c,23,9757.19,NULL,185
3433,229,292,zz,tons,c,23,23482.6,NULL,185
3434,229,201,zz,tons,c,23,771.468,NULL,185
3435,229,489,zz,tons,c,23,763359,NULL,185
3436,229,372,zz,tons,c,23,7772.95,NULL,185
3437,229,179,zz,tons,c,23,112772,NULL,185
3438,393,190,zz,tons,c,23,49526.9,NULL,185
3439,393,559,zz,tons,c,23,162065,NULL,185
3440,393,452,zz,tons,c,23,417743,NULL,185
3441,393,292,zz,tons,c,23,65705.5,NULL,185
3442,393,201,zz,tons,c,23,118922,NULL,185
3443,393,489,zz,tons,c,23,52554.6,NULL,185
3444,393,391,zz,tons,c,23,291826,NULL,185
3445,393,372,zz,tons,c,23,46942.1,NULL,185
3446,393,179,zz,tons,c,23,291140,NULL,185
3447,190,559,zz,tons,c,23,582307,NULL,185
3448,190,452,zz,tons,c,23,37709.4,NULL,185
3449,190,292,zz,tons,c,23,57510.5,NULL,185
3450,190,201,zz,tons,c,23,507644,NULL,185
3451,190,489,zz,tons,c,23,18988.1,NULL,185
3452,190,391,zz,tons,c,23,55339.8,NULL,185
3453,190,372,zz,tons,c,23,56329.6,NULL,185
3454,190,179,zz,tons,c,23,639730,NULL,185
3455,559,452,zz,tons,c,23,126579,NULL,185
3456,559,292,zz,tons,c,23,89176.4,NULL,185
3457,559,201,zz,tons,c,23,211470,NULL,185
3458,559,489,zz,tons,c,23,105134,NULL,185
3459,559,391,zz,tons,c,23,211323,NULL,185
3460,559,372,zz,tons,c,23,42480.4,NULL,185
3461,559,179,zz,tons,c,23,908902,NULL,185
3462,452,292,zz,tons,c,23,5294.84,NULL,185
3463,452,201,zz,tons,c,23,7144.23,NULL,185
3464,452,489,zz,tons,c,23,75190.9,NULL,185
3465,452,391,zz,tons,c,23,56335.9,NULL,185
3466,452,372,zz,tons,c,23,225208,NULL,185
3467,452,179,zz,tons,c,23,1622.23,NULL,185
3468,292,201,zz,tons,c,23,370783,NULL,185
3469,292,489,zz,tons,c,23,89667.5,NULL,185
3470,292,391,zz,tons,c,23,32930.1,NULL,185
3471,292,372,zz,tons,c,23,9389.25,NULL,185
3472,292,179,zz,tons,c,23,75093.2,NULL,185
3473,201,489,zz,tons,c,23,9396.53,NULL,185
3474,201,391,zz,tons,c,23,136188,NULL,185
3475,201,372,zz,tons,c,23,1189.04,NULL,185
3476,201,179,zz,tons,c,23,15301.2,NULL,185
3477,489,372,zz,tons,c,23,20648.7,NULL,185
3478,489,179,zz,tons,c,23,46994.7,NULL,185
3479,391,372,zz,tons,c,23,23477.6,NULL,185
3480,391,179,zz,tons,c,23,441233,NULL,185
3481,372,179,zz,tons,c,23,29596.6,NULL,185
3482,486,489,zz,tons,c,24,11926900,NULL,190
3483,486,171,zz,tons,c,24,3209920,NULL,190
3484,486,61,zz,tons,c,24,3557310,NULL,190
3485,486,131,zz,tons,c,24,4445190,NULL,190
3486,486,50,zz,tons,c,24,3686410,NULL,190
3487,486,484,zz,tons,c,24,6989010,NULL,190
3488,486,189,zz,tons,c,24,1759980,NULL,190
3489,486,399,zz,tons,c,24,1280960,NULL,190
3490,486,139,zz,tons,c,24,2671480,NULL,190
3491,486,429,zz,tons,c,24,3050710,NULL,190
3492,486,392,zz,tons,c,24,2000500,NULL,190
3493,486,459,zz,tons,c,24,832826,NULL,190
3494,486,341,zz,tons,c,24,2548560,NULL,190
3495,486,190,zz,tons,c,24,2265890,NULL,190
3496,486,479,zz,tons,c,24,842520,NULL,190
3497,486,452,zz,tons,c,24,1168860,NULL,190
3498,486,19,zz,tons,c,24,1595510,NULL,190
3499,486,219,zz,tons,c,24,2569860,NULL,190
3500,486,179,zz,tons,c,24,491836,NULL,190
3501,489,171,zz,tons,c,24,1530530,NULL,190
3502,489,61,zz,tons,c,24,1062390,NULL,190
3503,489,131,zz,tons,c,24,1571030,NULL,190
3504,489,50,zz,tons,c,24,364524,NULL,190
3505,489,484,zz,tons,c,24,3385770,NULL,190
3506,489,189,zz,tons,c,24,521438,NULL,190
3507,489,399,zz,tons,c,24,818204,NULL,190
3508,489,139,zz,tons,c,24,1471990,NULL,190
3509,489,429,zz,tons,c,24,1594060,NULL,190
3510,489,392,zz,tons,c,24,1431780,NULL,190
3511,489,459,zz,tons,c,24,80346.1,NULL,190
3512,489,341,zz,tons,c,24,697104,NULL,190
3513,489,190,zz,tons,c,24,691667,NULL,190
3514,489,479,zz,tons,c,24,1105850,NULL,190
3515,489,452,zz,tons,c,24,292515,NULL,190
3516,489,19,zz,tons,c,24,385460,NULL,190
3517,489,219,zz,tons,c,24,563564,NULL,190
3518,489,179,zz,tons,c,24,1224450,NULL,190
3519,171,61,zz,tons,c,24,1073440,NULL,190
3520,171,131,zz,tons,c,24,818140,NULL,190
3521,171,50,zz,tons,c,24,381636,NULL,190
3522,171,484,zz,tons,c,24,1160740,NULL,190
3523,171,189,zz,tons,c,24,1906610,NULL,190
3524,171,399,zz,tons,c,24,1169170,NULL,190
3525,171,139,zz,tons,c,24,1061100,NULL,190
3526,171,429,zz,tons,c,24,508311,NULL,190
3527,171,392,zz,tons,c,24,812174,NULL,190
3528,171,459,zz,tons,c,24,852460,NULL,190
3529,171,341,zz,tons,c,24,864548,NULL,190
3530,171,190,zz,tons,c,24,1657980,NULL,190
3531,171,479,zz,tons,c,24,537754,NULL,190
3532,171,452,zz,tons,c,24,908653,NULL,190
3533,171,19,zz,tons,c,24,1735630,NULL,190
3534,171,219,zz,tons,c,24,807193,NULL,190
3535,171,179,zz,tons,c,24,3645450,NULL,190
3536,61,131,zz,tons,c,24,1008540,NULL,190
3537,61,50,zz,tons,c,24,579946,NULL,190
3538,61,484,zz,tons,c,24,1621550,NULL,190
3539,61,189,zz,tons,c,24,274029,NULL,190
3540,61,399,zz,tons,c,24,293497,NULL,190
3541,61,139,zz,tons,c,24,184396,NULL,190
3542,61,429,zz,tons,c,24,285459,NULL,190
3543,61,392,zz,tons,c,24,558070,NULL,190
3544,61,459,zz,tons,c,24,769498,NULL,190
3545,61,341,zz,tons,c,24,606095,NULL,190
3546,61,190,zz,tons,c,24,185714,NULL,190
3547,61,479,zz,tons,c,24,430327,NULL,190
3548,61,452,zz,tons,c,24,159600,NULL,190
3549,61,19,zz,tons,c,24,979293,NULL,190
3550,61,219,zz,tons,c,24,372692,NULL,190
3551,61,179,zz,tons,c,24,378038,NULL,190
3552,131,50,zz,tons,c,24,347247,NULL,190
3553,131,484,zz,tons,c,24,487575,NULL,190
3554,131,189,zz,tons,c,24,399459,NULL,190
3555,131,399,zz,tons,c,24,1042210,NULL,190
3556,131,139,zz,tons,c,24,2188030,NULL,190
3557,131,429,zz,tons,c,24,353100,NULL,190
3558,131,392,zz,tons,c,24,389938,NULL,190
3559,131,459,zz,tons,c,24,1318560,NULL,190
3560,131,341,zz,tons,c,24,538178,NULL,190
3561,131,190,zz,tons,c,24,900972,NULL,190
3562,131,479,zz,tons,c,24,839690,NULL,190
3563,131,452,zz,tons,c,24,1486770,NULL,190
3564,131,19,zz,tons,c,24,1210250,NULL,190
3565,131,219,zz,tons,c,24,331371,NULL,190
